mr,ref,score
"name[Taste of Cambridge], eatType[coffee shop], food[English], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]",Taste of Cambridge is located near Crown Plaza Hotel in the riverside area and is a kid friendly coffee shop that serves English food.,1
"name[Taste of Cambridge], eatType[coffee shop], food[English], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]","Situated near the Crown Plaza Hotel in the riverside area of the city, The Taste of Cambridge coffee shop, is ideal if you fancy traditional English food whilst out with the kids.",2
"name[Taste of Cambridge], eatType[coffee shop], food[English], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]","Taste of Cambridge is a coffee shop providing food that is near the Crowne Plaza Hotel and riverside, and is children friendly.",1
"name[Taste of Cambridge], eatType[coffee shop], food[English], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]",Taste of Cambridge is in Riverside near the Crowne Plaza Hotel which is a English coffee shop that is also children friendly.,1
"name[Taste of Cambridge], eatType[coffee shop], food[English], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]",Taste of Cambridge is a coffee shop located in Riverside near Crowne Plaza Hotel which serves English food and is known to be kid friendly.,1
"name[Taste of Cambridge], eatType[coffee shop], food[English], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]",If you looking for children-friendly coffee shop with English food go to Taste of Cambridge near Crowne Plaza Hotel.,2
"name[Taste of Cambridge], eatType[coffee shop], food[English], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]","There is a coffee shop called Taste of Cambridge which serves English food, is kid friendly, and is in riverside near Crowne Plaza Hotel.",1
"name[Taste of Cambridge], eatType[coffee shop], food[English], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]",Taste of Cambridge is a coffee shop that is children friendly and  provides English food.  It is located on the riverside near Crowne Plaza Hotel.,1
"name[The Cambridge Blue], eatType[coffee shop], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Burger King]",The Cambridge Blue is a coffee shop near Burger King located in Riverside that is kid friendly and has a extremely low customer rating.,1
"name[The Cambridge Blue], eatType[coffee shop], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Burger King]","In the riverside area, near Burger King, is a child friendly coffee shop called The Cambridge Blue which has received a customer rating of 1 out of 5.",1
"name[The Cambridge Blue], eatType[coffee shop], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Burger King]","The Cambridge Blue is a coffee shop situated near Burger King on the riverside while being kid friendly, it has a rating of 3 on 5 given by customers.",2
"name[The Cambridge Blue], eatType[coffee shop], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Burger King]","There is a coffee shop called The Cambridge Blue in Riverside near Burger King which is child friendly, customers have given this establishment a rating of 3 out of 5.",1
"name[The Cambridge Blue], eatType[coffee shop], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Burger King]",Near the Burger King You can visit coffee shop that is customer rated 5 out of 5. The Cambridge Blue is located in riverside area and is family friendly.,1
"name[The Cambridge Blue], eatType[coffee shop], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Burger King]",In riverside if you are looking for a family friendly place with coffee shop fare you should try The Cambridge Blue.  It has very high ratings and is located near Burger King.,2
"name[The Cambridge Blue], eatType[coffee shop], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Burger King]","If you live in the riverside area and looking for a family-Friendly coffee shop ranked 5 out of 5, check out The Cambridge Blue near Burger King.",2
"name[The Cambridge Blue], eatType[coffee shop], customer rating[average], area[city centre], familyFriendly[no], near[Burger King]","The Cambridge Blue is a non family-friendly, average rated coffee shop that is located near Burger King in the city centre.",1
"name[The Cambridge Blue], eatType[coffee shop], customer rating[average], area[city centre], familyFriendly[no], near[Burger King]","There is a non family-friendly, average rated coffee shop that is located near Burger King in the city centre called The Cambridge Blue.",1
"name[The Cambridge Blue], eatType[coffee shop], customer rating[average], area[city centre], familyFriendly[yes], near[Burger King]",Near Burger King in the city centre is a coffee shop called The Cambridge Blue that is family-friendly and has an average customer rating.,1
"name[The Cambridge Blue], eatType[coffee shop], customer rating[average], area[city centre], familyFriendly[yes], near[Burger King]","The Cambridge Blue is a restaurant who does have an average coffee shop inside, its near to Burger King and yes, they are family-friendly.",1
"name[The Cambridge Blue], eatType[coffee shop], customer rating[average], area[riverside], familyFriendly[no], near[Burger King]","The Cambridge Blue is a great coffee shop although is not good for family has a average rating, its located in riverside next to Burger King.",2
"name[The Cambridge Blue], eatType[coffee shop], customer rating[average], area[riverside], familyFriendly[no], near[Burger King]",The Cambridge Blue is a coffee shop in the Riverside area near Burger King that is not family-friendly.,1
"name[The Cambridge Blue], eatType[coffee shop], customer rating[average], area[riverside], familyFriendly[yes], near[Burger King]","coffee shop which is located near Burger King, name is The Cambridge Blue. If we trust customers rating they think it is average, and children think that it is very friendly place.",3
"name[The Cambridge Blue], eatType[coffee shop], customer rating[average], area[riverside], familyFriendly[yes], near[Burger King]",The Cambridge Blue is a coffee shop that is family friendly near Burger King. it is riverside and has an customer rating of average.,1
"name[The Cambridge Blue], eatType[coffee shop], customer rating[average], area[riverside], familyFriendly[yes], near[Burger King]",The Cambridge Blue is a coffee shop which is family friendly located in riverside near Burger King with an average rating.,1
"name[The Cambridge Blue], eatType[coffee shop], customer rating[average], area[riverside], familyFriendly[yes], near[Burger King]",There is an average priced coffee shop which is child friendly situated near Burger King on the riverside called The Cambridge Blue.,1
"name[The Cambridge Blue], eatType[coffee shop], customer rating[average], area[riverside], familyFriendly[yes], near[Burger King]","Place which is called The Cambridge Blue is a coffee shop, which in children are friendly and customers think that, it is a average place. It is located near Burger King.",3
"name[The Cambridge Blue], eatType[coffee shop], customer rating[average], area[riverside], familyFriendly[yes], near[Burger King]",The Cambridge Blue is a coffee shop near Burger King  by the riverside that is family friendly with an average customer rating.,1
"name[The Cambridge Blue], eatType[coffee shop], customer rating[average], area[riverside], familyFriendly[yes], near[Burger King]","If you're in the riverside area and are looking for somewhere family-friendly, I've heard that The Cambridge Blue coffee shop has some pretty good reviews. It's just  by Burger King.",2
"name[The Cambridge Blue], eatType[coffee shop], customer rating[high], area[riverside], familyFriendly[yes], near[Burger King]",The Cambridge Blue is a coffee shop that is kids friendly and has high ratings. It is located near Burger King on the riverside.,1
"name[The Cambridge Blue], eatType[coffee shop], customer rating[high], area[riverside], familyFriendly[yes], near[Burger King]","coffee may be found in a kid friendly atmosphere in The Cambridge Blue, a coffee shop found in the riverside area near Burger King, where customer rating is high.",1
"name[The Cambridge Blue], eatType[coffee shop], customer rating[high], area[riverside], familyFriendly[yes], near[Burger King]",A lovely little riverside coffee shop located near to Burger King that is kids-friendly and has high customer ratings go to The Cambridge Blue.,1
"name[The Cambridge Blue], eatType[coffee shop], customer rating[high], area[riverside], familyFriendly[yes], near[Burger King]","coffee shop says yes to children and has a high customer rating, which is based at The Cambridge Blue near Burger King area at the riverside.",1
"name[The Cambridge Blue], eatType[coffee shop], customer rating[high], area[riverside], familyFriendly[yes], near[Burger King]",The Cambridge Blue is a coffee shop that has a kid friendly atmosphere and high customer ratings. It may be found in the riverside area near Burger King.,1
"name[The Cambridge Blue], eatType[coffee shop], customer rating[high], area[riverside], familyFriendly[yes], near[Burger King]",The Cambridge Blue is a coffee shop that is children friendly with a high customer rating located near Burger King in the riverside area.,1
"name[The Cambridge Blue], eatType[coffee shop], customer rating[high], area[riverside], familyFriendly[yes], near[Burger King]",The Cambridge Blue is a coffee shop near Burger King on Riverside which is kids friendly and has a high customer rating.,1
"name[The Cambridge Blue], eatType[coffee shop], customer rating[high], area[riverside], familyFriendly[yes], near[Burger King]",The Cambridge Blue is a coffee shop that is on the riverside near Burger King. It is kid friendly and has a high customer rating.,1
"name[The Cambridge Blue], eatType[coffee shop], customer rating[low], area[riverside], familyFriendly[yes], near[Burger King]",The Cambridge Blue is a coffee shop that is family friendly near Burger King in the riverside area. It also has a low customer rating.,1
"name[The Cambridge Blue], eatType[coffee shop], customer rating[low], area[riverside], familyFriendly[yes], near[Burger King]",If looking for a family friendly coffee shop consider  going to the riverside near the Burger King at the low rated The Cambridge Blue.,2
"name[The Cambridge Blue], eatType[coffee shop], customer rating[low], area[riverside], familyFriendly[yes], near[Burger King]","The Cambridge Blue is a coffee shop in the riverside area, located near Burger King. Though it is family-friendly, customer ratings are low.",2
"name[The Cambridge Blue], eatType[coffee shop], customer rating[low], area[riverside], familyFriendly[yes], near[Burger King]",The Cambridge Blue is a coffee shop that is family friendly near Burger King in the riverside area. It also has a low customer rating.,1
"name[The Cambridge Blue], eatType[coffee shop], customer rating[low], area[riverside], familyFriendly[yes], near[Burger King]",The Cambridge Blue is a coffee shop that is family friendly. It is near Burger King and in the are riverside. It is rated as low.,1
"name[The Cricketers], eatType[coffee shop], food[Chinese], customer rating[1 out of 5], familyFriendly[yes], near[The Portland Arms]",There is a coffee shop The Cricketers that serves Chinese food near The Portland Arms which is child friendly and has a rating 1 out of 5 stars.,1
"name[The Cricketers], eatType[coffee shop], food[Chinese], customer rating[1 out of 5], familyFriendly[yes], near[The Portland Arms]",The Cricketers may have a 1 out of 5 rating but it is the only Chinese food coffee shop this close to The Portland Arms that is also kid friendly.,1
"name[The Cricketers], eatType[coffee shop], food[Chinese], customer rating[1 out of 5], familyFriendly[yes], near[The Portland Arms]",The Cricketers with a customer rating of 1 out of 5 is a coffee shop and Chinese that is child friendly. It is located near The Portland Arms.,1
"name[The Cricketers], eatType[coffee shop], food[Chinese], customer rating[1 out of 5], familyFriendly[yes], near[The Portland Arms]",Near The Portland Arms is The Cricketers. It is a coffee shop serving Chinese food. A 1 out of 5 rating that is also kid friendly.,1
"name[The Cricketers], eatType[coffee shop], food[Chinese], customer rating[average], familyFriendly[no], near[The Portland Arms]","The Cricketers is a coffee shop that serves Chinese food; It is not family friendly, has an average customer rating, and is located near The Portland Arms.",1
"name[The Cricketers], eatType[coffee shop], food[Chinese], customer rating[average], familyFriendly[no], near[The Portland Arms]","The Cricketers is a coffee shop that also has Chinese food, located near The Portland Arms.  It is not family friendly, and has an average customer rating.",1
"name[The Cricketers], eatType[coffee shop], food[Chinese], customer rating[average], familyFriendly[no], near[The Portland Arms]",The Cricketers is a coffee shop that is Chinese and the customer rating is average and it is not family friendly. It is near The Portland Arms.,1
"name[The Cricketers], eatType[coffee shop], food[Chinese], customer rating[average], familyFriendly[yes], near[The Portland Arms]","A coffee shop which offers Chinese, The Cricketers is located near The Portland Arms. With its average rating, it is ideal for family and friends.",1
"name[The Cricketers], eatType[coffee shop], food[Chinese], customer rating[average], familyFriendly[yes], near[The Portland Arms]","The Cricketers is a family friendly, average rated coffee shop that serves Chinese. It is located near The Portland Arms.",1
"name[The Cricketers], eatType[coffee shop], food[Chinese], customer rating[average], familyFriendly[yes], near[The Portland Arms]","Near The Portland Arms, The Cricketers is a coffee shop which provides Chinese. It is family-friendly, with its average customer rating.",1
"name[The Cricketers], eatType[coffee shop], food[Chinese], customer rating[average], familyFriendly[yes], near[The Portland Arms]",A Chinese coffee shop that is children friendly is located near The Portland Arms. It is called The Cricketers and has an average customer Rating.,1
"name[The Cricketers], eatType[coffee shop], food[Chinese], customer rating[high], familyFriendly[yes], near[The Portland Arms]",The Cricketers is a coffee shop near The Portland Arms that serves Chinese. They have a high customer rating and are family friendly.,1
"name[The Cricketers], eatType[coffee shop], food[Chinese], customer rating[high], familyFriendly[yes], near[The Portland Arms]",The Cricketers is a Chinese coffee with a high customer rating that is kid friendly and near The Portland Arms.,1
"name[The Cricketers], eatType[coffee shop], food[Chinese], customer rating[high], familyFriendly[yes], near[The Portland Arms]",The Cricketers is a coffee shop near The Portland Arms that serves Chinese food. It has very high customer ratings and is child friendly.,1
"name[The Cricketers], eatType[coffee shop], food[Chinese], customer rating[high], familyFriendly[yes], near[The Portland Arms]",For a kid friendly coffee shop with a high customer rating that also serves Chinese food try The Cricketers near The Portland Arms.,1
"name[The Cricketers], eatType[coffee shop], food[Chinese], customer rating[high], familyFriendly[yes], near[The Portland Arms]",Near The Portland Arms is a family friendly coffee shop named The Cricketers with a high customer rating that serves Chinese.,1
"name[The Cricketers], eatType[coffee shop], food[Chinese], customer rating[low], familyFriendly[no], near[The Portland Arms]",The Cricketers is a coffee shop that provides Chinese food near The Portland Arms. It has a low customer rating and is not family friendly.,1
"name[The Cricketers], eatType[coffee shop], food[Chinese], customer rating[low], familyFriendly[no], near[The Portland Arms]",Near The Portland Arms is a coffee shop called The Cricketers that serves Chinese food. It is not family friendly and has had low customer ratings.,1
"name[The Cricketers], eatType[coffee shop], food[Chinese], customer rating[low], familyFriendly[no], near[The Portland Arms]",The Cricketers is a coffee shop near The Portland Arms that sells Chinese food. It has a low customer rating and is not family friendly.,1
"name[The Cricketers], eatType[coffee shop], food[Chinese], customer rating[low], familyFriendly[yes], near[The Portland Arms]","There is a coffee shop near The Portland Arms that serves Chinese food, The Cricketers. It is family friendly and has a low customer rating.",1
"name[The Cricketers], eatType[coffee shop], food[Chinese], customer rating[low], familyFriendly[yes], near[The Portland Arms]","The Cricketers is a coffee shop that serves Chinese food near The Portland Arms, which is family friendly. It has a low customer rating.",1
"name[The Cricketers], eatType[coffee shop], food[English], customer rating[1 out of 5], familyFriendly[yes], near[The Portland Arms]",The Cricketers a coffee shop that serves English food. It allows children but has a very low rating. It is found near The Portland Arms.,1
"name[The Cricketers], eatType[coffee shop], food[English], customer rating[1 out of 5], familyFriendly[yes], near[The Portland Arms]",The Cricketers is a coffee shop that serves English food family friendly and customers rate 1 out of 5 located near The Portland Arms.,1
"name[The Cricketers], eatType[coffee shop], food[English], customer rating[1 out of 5], familyFriendly[yes], near[The Portland Arms]","With a 1 out of 5 star customer rating, there are far better coffee shops to go to that serve English food then The Cricketers near The Portland Arms which are also child friendly.",1
"name[The Cricketers], eatType[coffee shop], food[English], customer rating[1 out of 5], familyFriendly[yes], near[The Portland Arms]",Near The Portland Arms is a child friendly coffee shop that serves English style food. It is called The Cricketers and customers rate it 1 out of 5.,1
"name[The Cricketers], eatType[coffee shop], food[English], customer rating[1 out of 5], familyFriendly[yes], near[The Portland Arms]","If you are ever near The Portland Arms, stay away from The Cricketers, and find yourself another coffee shop with better English food, because while it is kid friendly, it only has a 1 out of 5 start customer rating.",2
"name[The Cricketers], eatType[coffee shop], food[English], customer rating[1 out of 5], familyFriendly[yes], near[The Portland Arms]",The Cricketers is a coffee shop that serves English style food. It is located near The Portland Arms and is child friendly. Customers rate it 1 out of 5.,1
"name[The Cricketers], eatType[coffee shop], food[English], customer rating[5 out of 5], familyFriendly[yes], near[The Portland Arms]","The Cricketers is a coffee shop that is high rated, family friendly, and near The Portland Arms.",1
"name[The Cricketers], eatType[coffee shop], food[English], customer rating[5 out of 5], familyFriendly[yes], near[The Portland Arms]",The Cricketers is a coffee shop for families that is high rated and near The Portland Arms.,1
"name[The Cricketers], eatType[coffee shop], food[English], customer rating[5 out of 5], familyFriendly[yes], near[The Portland Arms]",The Cricketers is a family friendly coffee shop that is located next to The Portland Arms.,1
"name[The Cricketers], eatType[coffee shop], food[English], customer rating[5 out of 5], familyFriendly[yes], near[The Portland Arms]",The Cricketers is a coffee shop that provides English food and is family friendly and near The Portland Arms with a customer Rating 5 out of 5.,1
"name[The Cricketers], eatType[coffee shop], food[English], customer rating[average], familyFriendly[no], near[The Portland Arms]",The Cricketers is an average rated coffee shop that serves English food. It is located near The Portland Arms and is not family-friendly.,1
"name[The Cricketers], eatType[coffee shop], food[English], customer rating[average], familyFriendly[yes], near[The Portland Arms]",Close to The Portland Arms there is a coffee shop The Cricketers that provides English. It is children friendly and has an average customer rating.,1
"name[The Cricketers], eatType[coffee shop], food[English], customer rating[average], familyFriendly[yes], near[The Portland Arms]","English food served in a family friendly environment and near The Portland Arms is The Cricketers, a coffee shop that has an average customer rating.",1
"name[The Cricketers], eatType[coffee shop], food[English], customer rating[average], familyFriendly[yes], near[The Portland Arms]","The Cricketers is a family friendly coffee shop that offers average English food, and is located near The Portland Arms.",1
"name[The Cricketers], eatType[coffee shop], food[English], customer rating[high], familyFriendly[yes], near[The Portland Arms]",The Cricketers is a child friendly coffee shop that serves English food.  It near The Cricketers and has a high customer rating.,1
"name[The Cricketers], eatType[coffee shop], food[English], customer rating[high], familyFriendly[yes], near[The Portland Arms]",The Cricketers is a kid friendly coffee shop that serves English food and has a high customer rating. It can be found near The Portland Arms.,1
"name[The Cricketers], eatType[coffee shop], food[English], customer rating[high], familyFriendly[yes], near[The Portland Arms]",A coffee shop with a high customer rating that serves English food is in near The Portland Arms.  It's called The Cricketers and it's kid-friendly.,1
"name[The Cricketers], eatType[coffee shop], food[English], customer rating[low], familyFriendly[no], near[The Portland Arms]","Families with children are welcome at The Cricketers coffee shop, which serves poor-quality English food.  It is located near The Portland Arms.",1
"name[The Cricketers], eatType[coffee shop], food[English], customer rating[low], familyFriendly[no], near[The Portland Arms]",The Cricketers is a coffee shop that serves English food near The Portland Arms.  They are not family friendly and they are rated 1 out 5.,1
"name[The Cricketers], eatType[coffee shop], food[English], customer rating[low], familyFriendly[yes], near[The Portland Arms]","The Cricketers, located near The Portland Arms is a coffee shop that serves breakfast.",1
"name[The Cricketers], eatType[coffee shop], food[English], customer rating[low], familyFriendly[yes], near[The Portland Arms]",The Cricketers is a coffee shop that serves English food. This is a family friendly shop that is located near The Portland Arms and has a low customer rating.,1
"name[The Cricketers], eatType[coffee shop], food[English], customer rating[low], familyFriendly[yes], near[The Portland Arms]","Located near The Portland Arms, The Cricketers is a coffee shop that serves English food. This is a family friendly shop that had a low customer rating.",1
"name[The Eagle], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Café Brazil]","The Eagle at the riverside near Café Brazil, which has customer rating 1 out of 5,  is children friendly.",1
"name[The Eagle], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Café Brazil]","Near Café Brazil is a family friendly coffee shop that received a customer rating of 1 out of 5 that is located at riverside, called The Eagle.",1
"name[The Eagle], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Café Brazil]",The Eagle is a family friendly coffee shop near Café Brazil at riverside that earned a customer rating of 1 out of 5.,1
"name[The Eagle], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Café Brazil]",Near Café Brazil is The Eagle which is located by a riverside. It has the customer rating of 1 out of 5and is kids-friendly.,1
"name[The Eagle], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Café Brazil]",A kid friendly place with a rating if 3 out of 5 near Café Brazil in Riverside is called The Eagle.,2
"name[The Eagle], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Café Brazil]","If you are looking for a kids friendly place, try The Eagle, in the riverside area.  It is located near Café Brazil and it has a customer Rating of 3 out of 5.",2
"name[The Eagle], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Café Brazil]","There is a place called The Eagle that seems to be a Café Brazil is 5out of 5 and its in the centre of the city, this is not for kids.",1
"name[The Eagle], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Café Brazil]",The Eagle is a family-friendly place that can be found in the city centre close to Café Brazil. Customers have rated it very high.,1
"name[The Eagle], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Café Brazil]","Near Café Brazil in the riverside, The Eagle, although not family-friendly, has a good customer rating 5 out of 5.",2
"name[The Eagle], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Café Brazil]","With a high rating 5 out of 5, The Eagle is not a family-friendly restaurant that is situated near Café Brazil in the riverside.",1
"name[The Eagle], customer rating[average], area[city centre], familyFriendly[no], near[Café Brazil]",The Eagle is an average restaurant that serves food in an adult environment near Café Brazil in the city centre.,1
"name[The Eagle], customer rating[average], area[city centre], familyFriendly[yes], near[Café Brazil]",The Eagle is a family-friendly venue that has been rated average by customers. It is located in the city centre near Café Brazil.,1
"name[The Eagle], customer rating[average], area[city centre], familyFriendly[yes], near[Café Brazil]","The Eagle, located in the city centre near Café Brazil, is a family-friendly venue that was been rated average in customer ratings.",1
"name[The Eagle], customer rating[average], area[riverside], familyFriendly[no], near[Café Brazil]",The Café Brazil is on the riverside where The Eagle sits. No families.,1
"name[The Eagle], customer rating[average], area[riverside], familyFriendly[yes], near[Café Brazil]",The Eagle is in the riverside area near Café Brazil which is family friendly and has an average customer rating.,1
"name[The Eagle], customer rating[average], area[riverside], familyFriendly[yes], near[Café Brazil]","Near Café Brazil in the riverside area, there is a family friendly restaurant called The Eagle which has an average customer rating.",1
"name[The Eagle], customer rating[high], area[riverside], familyFriendly[yes], near[Café Brazil]",The Eagle which is near Café Brazil in Riverside has a customer rating of high it is also children friendly.,1
"name[The Eagle], customer rating[high], area[riverside], familyFriendly[yes], near[Café Brazil]","Near Café Brazil, The Eagle is a child-friendly riverside venue that gets high customer ratings.",1
"name[The Eagle], customer rating[low], area[city centre], familyFriendly[no], near[Café Brazil]",The Eagle is a restaurant that is located near Café Brazil in city centre. The customer rating is low and it is not family-friendly.,1
"name[The Eagle], customer rating[low], area[city centre], familyFriendly[no], near[Café Brazil]",The Eagle is a restaurant that is not friendly to families and has low customer ratings. It is located in the center of the city near Café Brazil.,1
"name[The Eagle], customer rating[low], area[riverside], familyFriendly[no], near[Café Brazil]",A restaurant that is located in Riverside near Café Brazil is The Eagle. It is not family-friendly and has a low customer rating.,1
"name[The Eagle], customer rating[low], area[riverside], familyFriendly[yes], near[Café Brazil]","Although rated low The Eagle, near Café Brazil, is child friendly and by the river.",2
"name[The Eagle], customer rating[low], area[riverside], familyFriendly[yes], near[Café Brazil]",The Eagle has a customer rating that is low but is family friendly. It is in riverside near Café Brazil.,1
"name[The Eagle], customer rating[low], area[riverside], familyFriendly[yes], near[Café Brazil]","On the riverside, near to Café Brazil, is a restaurant called The Eagle. It's quite new so customer ratings are low but it is very child friendly.",2
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Burger King]",The Eagle is a coffee shop located in the city centre near Burger King that provides Chinese food which has a 5 out of 5 customer rating and the price range is cheap. It is not family friendly.,1
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Burger King]","The Eagle is a coffee shop where you can eat Chinese food very cheaply.  This family friendly, city centre, coffee shop which is near Burger King has a top quality customer rating.",1
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Burger King]","The Eagle is a highly rated, yet cheap coffee shop near Burger King and the city center. that serves Chinese. This establishment is suitable for adult guests.",2
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Burger King]","The Eagle is a highly recommended and inexpensive, adult-only coffee shop that serves Chinese. It is located near Burger King in the center. of town.",1
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Burger King]","The Eagle coffee shop specializes in providing Chinese food at cheap prices while garnering a customer service rating of 5 out of 5, located in the city centre, the Eagle is family friendly and is near the Burger King.",2
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Burger King]","The Eagle is a coffee shop that serves Chinese food with a cheap price range, a 5 out 5 star customer rating, and is also kid friendly located near Burger King in the city centre.",1
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Burger King]","The Eagle coffee shop serves Chinese food at a cheap price while providing excellence in customer service rating 5 out of 5, located in the city centre this family friendly coffee shop is located right near Burger King.",2
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Burger King]","There is a coffee shop called The Eagle that has Chinese food.  They have a rating of 5 out of 5 and have cheap food options.  They are on the riverside near Burger King.  However, they do not allow children.",1
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Burger King]","On the riverside, near Burger King, you will find The Eagle. It is a cheap, non family-friendly coffee shop that also serves Chinese food. It has an excellent customer rating of 5 out of 5.",1
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Burger King]",The Eagle can be found in the riverside area near Burger King. It has excellent customer reviews despite the fact that it is not family friendly. It serves cheap Chinese food in a coffee shop setting.,2
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Burger King]",The Eagle is a coffee shop that serves cheap Chinese food. It is cheap and has excellent reviews but is not family friendly. It can be found in the riverside area near Burger King.,1
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Burger King]","The Eagle is a Chinese food coffee shop with inexpensive food.  Although they do not allow children, they do have a high customer rating.  They are near the riverside by Burger King.",2
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Burger King]","The Eagle is an excellent, non family-friendly coffee shop that also serves Chinese food. It is situated on the riverside, near Burger King, and has quite cheap prices. It is a customer-favourite with a rating of 5 out of 5.",1
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Burger King]","The Eagle is a coffee shop which serves Chinese food. It is cheaply priced, family friendly, and has a customer rating of 5 out of 5.  It is located riverside near Burger King.",1
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes], near[Burger King]","The Eagle is a coffee shop that serves Chinese food in the city centre, near Burger King. It is family friendly and has a cheap price range and average customer rating.",1
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[Burger King]",The Eagle is not a family friendly coffee shop that serves Chinese food in the riverside area near the Burger King that offers cheap food with an average customer rating.,1
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[Burger King]","The Eagle is a coffee shop that serves Chinese food for a low price, has an average customer rating, is not family friendly, and is in the riverside area near the Burger King.",1
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Burger King]",The Eagle is in the city centre near Burger King but it is not children friendly.  It is a coffee shop that sells Chinese food and has a customer rating of 1 out of 5.,1
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Burger King]",The Eagle is a coffee shop which offers Chinese food and has a high price range. The customer rating is 1 out of 5 and it is not children friendly. It is located near Burger King. It is located in city centre.,1
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Burger King]","The Eagle is a coffee shop that has Chinese food, its price range is high, and its customer rating 1 out of 5 , it is in the city centre and no don't bring your kids and its near Burger King.",1
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Burger King]",The Eagle is a coffee shop that serves expensive Chinese food.  It has a customer rating of 1 out of 5.  It is in the city centre  near Burger King but it is not children friendly.,1
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Burger King]","In the city centre near to Burger King is The Eagle Chinese  coffee shop, it has bad customer ratings but it is child friendly.",2
